"Gross domestic product (GDP) at basic prices, by industry, provinces and territories (x 1,000,000)" c 1 2 3 4 5 6 7
"Annual"
"Table: 36-10-0402-01 (formerly CANSIM 379-0030)"
"Geography: Province or territory"

"Geography","North American Industry Classification System (NAICS) 7 8","Reference period","Chained (2012) dollars 9"
,,"2014","4,720.4"
,,"2015","4,761.9"
,,"2016","4,809.0"
,,"2017","4,885.4"
,,"2018","4,974.5"
,,"2019","5,036.7"
"Saskatchewan","Goods-producing industries  [T002] 10","1999","31,832.2"
,,"2000","32,320.9"
,,"2001","29,879.6"
,,"2002","29,216.2"
,,"2003","31,354.3"
,,"2004","33,938.8"
,,"2005","34,648.4"
,,"2006","33,319.8"
,,"2007","34,535.7"
,,"2008","36,527.0"
,,"2009","32,352.4"
,,"2010","34,881.1"
,,"2011","37,098.2"
,,"2012","37,328.9"
,,"2013","41,334.1"
,,"2014","42,078.4"
,,"2015","41,053.1"
,,"2016","40,451.8"
,,"2017","41,608.4"
,,"2018","41,975.2"
,,"2019","40,734.0"
,"Service-producing industries  [T003] 11","1999","25,952.8"
,,"2000","26,672.2"
,,"2001","27,522.7"
,,"2002","27,828.1"
,,"2003","28,546.0"
,,"2004","29,129.6"
,,"2005","29,868.0"
,,"2006","30,132.8"
,,"2007","31,417.3"
,,"2008","32,892.3"
,,"2009","33,172.9"
,,"2010","34,011.7"
,,"2011","35,526.3"
,,"2012","36,623.3"
,,"2013","37,481.0"
,,"2014","38,206.8"
,,"2015","38,504.5"
,,"2016","38,723.4"
,,"2017","39,436.7"
,,"2018","40,004.7"
,,"2019","40,326.0"
,"Industrial production  [T010] 12","1999","22,991.2"
,,"2000","23,295.4"
,,"2001","22,484.2"
,,"2002","23,286.9"
,,"2003","24,894.2"
,,"2004","25,851.3"
,,"2005","25,581.1"
,,"2006","24,944.0"
,,"2007","26,221.6"
,,"2008","25,983.9"
,,"2009","21,531.5"
,,"2010","24,717.1"
,,"2011","26,092.6"
,,"2012","25,575.4"
,,"2013","26,613.1"
,,"2014","28,323.8"
,,"2015","27,784.4"
,,"2016","26,735.1"
,,"2017","28,550.1"
,,"2018","29,405.2"
,,"2019","28,308.5"
,"Non-durable manufacturing industries  [T011] 13","1999","1,767.6"
,,"2000","2,132.5"
,,"2001","2,224.5"
,,"2002","1,986.6"
,,"2003","2,127.5"
,,"2004","2,213.0"
,,"2005","2,478.1"
,,"2006","2,324.6"
,,"2007","2,521.6"
,,"2008","2,594.1"
,,"2009","2,570.6"
,,"2010","2,617.8"
,,"2011","2,757.2"
,,"2012","2,783.7"
,,"2013","2,969.1"
,,"2014","3,109.7"
,,"2015","3,170.1"
,,"2016","3,047.5"
,,"2017","3,066.6"
,,"2018","3,146.0"
,,"2019","2,936.1"
,"Durable manufacturing industries  [T012] 14","1999","1,236.2"
,,"2000","1,223.7"
,,"2001","1,235.8"
,,"2002","1,202.7"
,,"2003","1,173.7"
,,"2004","1,505.2"
,,"2005","1,524.1"
,,"2006","1,549.1"
,,"2007","1,611.2"
,,"2008","1,705.2"
,,"2009","1,688.1"
,,"2010","1,702.9"
,,"2011","1,822.8"
,,"2012","2,060.7"
,,"2013","2,182.6"
,,"2014","2,182.1"
,,"2015","1,905.3"
,,"2016","1,705.3"
,,"2017","1,729.1"
,,"2018","1,765.7"
,,"2019","1,694.6"
,"Information and communication technology sector  [T013] 15","1999","773.0"
,,"2000","811.9"
,,"2001","867.6"
,,"2002","918.0"
,,"2003","948.5"
,,"2004","991.8"
,,"2005","1,041.7"
,,"2006","1,091.9"
,,"2007","1,145.8"
,,"2008","1,197.6"
,,"2009","1,220.8"
,,"2010","1,278.3"
,,"2011","1,334.1"
,,"2012","1,426.3"
,,"2013","1,409.0"
,,"2014","1,445.2"
,,"2015","1,490.7"
,,"2016","1,585.3"
,,"2017","1,518.2"
,,"2018","1,559.0"
,,"2019","1,590.4"
,"Energy sector  [T016] 16","1999","15,535.4"
,,"2000","15,260.3"
,,"2001","14,855.3"
,,"2002","16,067.2"
,,"2003","17,210.2"
,,"2004","16,864.2"
,,"2005","16,242.8"
,,"2006","16,524.0"
,,"2007","16,742.1"
,,"2008","16,987.3"
,,"2009","16,470.5"
,,"2010","16,236.0"
,,"2011","16,690.2"
,,"2012","17,038.6"
,,"2013","17,146.3"
,,"2014","18,422.8"
,,"2015","18,274.8"
,,"2016","17,699.6"
,,"2017","18,704.7"
,,"2018","18,707.7"
,,"2019","18,471.1"
,"Public sector  [T018] 17","1999","9,070.5"
,,"2000","9,189.0"
,,"2001","9,469.0"
,,"2002","9,343.6"
,,"2003","9,637.5"
,,"2004","9,798.5"
,,"2005","10,006.2"
,,"2006","9,996.6"
,,"2007","10,171.2"
,,"2008","10,470.9"
,,"2009","10,880.9"
,,"2010","11,083.8"
,,"2011","11,269.1"
,,"2012","11,152.9"
,,"2013","11,138.5"
,,"2014","11,272.9"
,,"2015","11,527.3"
,,"2016","11,699.3"
,,"2017","11,880.0"
,,"2018","12,188.0"
,,"2019","12,501.1"
,"Cannabis sector  [T021] 18","1999","25.7"
,,"2000","26.5"
,,"2001","28.8"
,,"2002","29.2"
,,"2003","29.3"
,,"2004","30.5"
,,"2005","32.0"
,,"2006","32.7"
,,"2007","32.7"
,,"2008","32.2"
,,"2009","32.1"
,,"2010","32.8"
,,"2011","36.7"
,,"2012","41.5"
,,"2013","48.2"
,,"2014","51.5"
,,"2015","56.5"
,,"2016","55.0"
,,"2017","54.4"
,,"2018","55.9"
,,"2019","59.8"
,"Agriculture, forestry, fishing and hunting  [11]","1999","6,310.7"
,,"2000","6,602.6"
,,"2001","4,385.8"
,,"2002","3,234.5"
,,"2003","3,825.7"
,,"2004","5,240.0"
,,"2005","5,782.0"
,,"2006","4,726.0"
,,"2007","4,464.1"
,,"2008","5,855.1"
,,"2009","5,756.5"
,,"2010","4,505.6"
,,"2011","5,228.4"
,,"2012","5,284.2"
,,"2013","7,585.2"
,,"2014","6,073.4"
,,"2015","6,491.7"
,,"2016","7,176.7"
,,"2017","6,990.3"
,,"2018","7,031.9"
,,"2019","7,102.5"
,"Mining, quarrying, and oil and gas extraction  [21]","1999","19,106.9"
,,"2000","18,743.7"
,,"2001","17,829.2"
,,"2002","19,156.6"
,,"2003","20,770.9"
,,"2004","20,779.4"
,,"2005","20,202.8"
,,"2006","19,592.2"
,,"2007","20,590.5"
,,"2008","20,155.7"
,,"2009","15,747.3"
,,"2010","18,835.1"
,,"2011","19,904.9"
,,"2012","19,118.5"
,,"2013","19,823.9"
,,"2014","21,393.4"
,,"2015","20,985.9"
,,"2016","20,187.1"
,,"2017","22,023.7"
,,"2018","22,710.0"
,,"2019","21,929.5"
,"Utilities  [22]","1999","1,326.8"
,,"2000","1,334.5"
,,"2001","1,166.1"
,,"2002","1,286.4"
,,"2003","1,389.2"
,,"2004","1,428.6"
,,"2005","1,368.0"
,,"2006","1,407.9"
,,"2007","1,466.4"
,,"2008","1,461.8"
,,"2009","1,408.0"
,,"2010","1,516.5"
,,"2011","1,542.8"
,,"2012","1,520.0"
,,"2013","1,527.5"
,,"2014","1,540.4"
,,"2015","1,621.0"
,,"2016","1,664.1"
,,"2017","1,770.7"
,,"2018","1,828.0"
,,"2019","1,810.6"
,"Construction  [23]","1999","3,237.2"
,,"2000","3,215.5"
,,"2001","3,406.6"
,,"2002","3,277.7"
,,"2003","3,303.7"
,,"2004","3,380.0"
,,"2005","3,767.5"
,,"2006","3,896.7"
,,"2007","3,994.9"
,,"2008","4,815.1"
,,"2009","5,262.9"
,,"2010","5,706.9"
,,"2011","5,858.2"
,,"2012","6,561.7"
,,"2013","7,049.5"
,,"2014","7,409.5"
,,"2015","6,631.3"
,,"2016","6,210.5"
,,"2017","6,094.2"
,,"2018","5,775.6"
,,"2019","5,519.4"
,"Manufacturing  [31-33]","1999","3,023.4"
,,"2000","3,296.3"
,,"2001","3,386.4"
,,"2002","3,151.8"
,,"2003","3,229.0"
,,"2004","3,741.8"
,,"2005","3,965.6"
,,"2006","3,881.1"
,,"2007","4,120.1"
,,"2008","4,295.5"
,,"2009","4,255.6"
,,"2010","4,316.2"
,,"2011","4,576.9"
,,"2012","4,844.4"
,,"2013","5,151.4"
,,"2014","5,289.6"
,,"2015","5,047.0"
,,"2016","4,707.3"
,,"2017","4,751.4"
,,"2018","4,865.9"
,,"2019","4,586.6"
,"Wholesale trade  [41]","1999","1,752.8"
,,"2000","1,786.8"
,,"2001","1,803.4"
,,"2002","1,795.4"
,,"2003","1,902.6"
,,"2004","2,169.1"
,,"2005","2,236.3"
,,"2006","2,257.4"
,,"2007","2,602.4"
,,"2008","3,153.4"
,,"2009","2,780.9"
,,"2010","3,016.6"
,,"2011","3,484.6"
,,"2012","3,647.5"
,,"2013","3,823.9"
,,"2014","3,982.3"
,,"2015","3,713.2"
,,"2016","3,740.8"
,,"2017","3,782.8"
,,"2018","3,906.4"
,,"2019","3,866.2"
,"Retail trade  [44-45]","1999","1,881.5"
,,"2000","1,981.7"
,,"2001","2,057.3"
,,"2002","2,110.9"
,,"2003","2,143.3"
,,"2004","2,217.4"
,,"2005","2,307.0"
,,"2006","2,411.3"
,,"2007","2,520.9"
,,"2008","2,714.1"
,,"2009","2,721.7"
,,"2010","2,803.0"
,,"2011","2,896.5"
,,"2012","3,012.0"
,,"2013","3,239.8"
,,"2014","3,194.0"
,,"2015","3,157.2"
,,"2016","3,202.3"
,,"2017","3,273.7"
,,"2018","3,239.0"
,,"2019","3,214.9"
,"Transportation and warehousing  [48-49]","1999","2,484.7"
,,"2000","2,706.3"
,,"2001","2,877.8"
,,"2002","2,901.6"
,,"2003","2,997.4"
,,"2004","3,090.2"
,,"2005","3,175.5"
,,"2006","3,173.6"
,,"2007","3,201.0"
,,"2008","3,072.0"
,,"2009","3,070.0"
,,"2010","3,092.4"
,,"2011","3,276.0"
,,"2012","3,270.7"
,,"2013","3,245.9"
,,"2014","3,419.9"
,,"2015","3,506.2"
,,"2016","3,511.1"
,,"2017","3,847.0"
,,"2018","3,943.5"
,,"2019","3,901.3"
,"Information and cultural industries  [51]","1999","843.1"
,,"2000","883.1"
,,"2001","936.9"
,,"2002","1,002.5"
,,"2003","1,000.9"
,,"2004","1,031.6"
,,"2005","1,041.2"
,,"2006","1,050.6"
,,"2007","1,069.1"
,,"2008","1,075.9"
,,"2009","1,102.2"
,,"2010","1,157.6"
,,"2011","1,138.0"
,,"2012","1,201.6"
,,"2013","1,160.9"
,,"2014","1,169.7"
,,"2015","1,228.1"
,,"2016","1,293.6"
,,"2017","1,250.2"
,,"2018","1,256.5"
,,"2019","1,288.1"
,"Finance and insurance  [52]","1999","1,456.7"
,,"2000","1,466.9"
,,"2001","1,582.6"
,,"2002","1,685.5"
,,"2003","1,741.0"
,,"2004","1,809.3"
,,"2005","1,879.9"
,,"2006","1,984.0"
,,"2007","2,066.0"
,,"2008","2,095.8"
,,"2009","2,002.2"
,,"2010","2,088.4"
,,"2011","2,209.3"
,,"2012","2,266.5"
,,"2013","2,324.6"
,,"2014","2,352.0"
,,"2015","2,421.8"
,,"2016","2,472.8"
,,"2017","2,606.4"
,,"2018","2,621.1"
,,"2019","2,685.2"
,"Real estate and rental and leasing  [53]","1999","4,463.1"
,,"2000","4,538.8"
,,"2001","4,596.0"
,,"2002","4,685.1"
,,"2003","4,918.5"
,,"2004","4,972.4"
,,"2005","5,129.1"
,,"2006","5,193.6"
,,"2007","5,442.4"
,,"2008","5,637.5"
,,"2009","5,855.4"
,,"2010","6,012.1"
,,"2011","6,195.5"
,,"2012","6,437.5"
,,"2013","6,695.7"
,,"2014","6,890.5"
,,"2015","7,177.1"
,,"2016","7,300.7"
,,"2017","7,490.8"
,,"2018","7,644.9"
,,"2019","7,672.6"
,"Professional, scientific and technical services  [54]","1999","1,183.0"
,,"2000","1,176.9"
,,"2001","1,179.0"
,,"2002","1,153.7"
,,"2003","1,207.6"
,,"2004","1,142.1"
,,"2005","1,231.1"
,,"2006","1,257.4"
,,"2007","1,358.8"
,,"2008","1,479.0"
,,"2009","1,471.6"
,,"2010","1,529.3"
,,"2011","1,699.5"
,,"2012","1,835.1"
,,"2013","1,922.0"
,,"2014","1,979.7"
,,"2015","1,806.4"
,,"2016","1,608.5"
,,"2017","1,545.9"
,,"2018","1,505.3"
,,"2019","1,491.0"
,"Management of companies and enterprises  [55]","1999","233.9"
,,"2000","223.1"
,,"2001","235.8"
,,"2002","227.4"
,,"2003","235.5"
,,"2004","231.2"
,,"2005","242.7"
,,"2006","256.2"
,,"2007","280.6"
,,"2008","341.3"
,,"2009","353.5"
,,"2010","323.9"
,,"2011","334.3"
,,"2012","335.7"
,,"2013","368.6"
,,"2014","348.8"
,,"2015","363.9"
,,"2016","307.6"
,,"2017","227.2"
,,"2018","201.4"
,,"2019","181.4"
,"Administrative and support, waste management and remediation services  [56]","1999","562.3"
,,"2000","515.4"
,,"2001","521.2"
,,"2002","544.6"
,,"2003","622.6"
,,"2004","622.1"
,,"2005","635.9"
,,"2006","665.6"
,,"2007","715.9"
,,"2008","711.1"
,,"2009","731.9"
,,"2010","732.8"
,,"2011","766.6"
,,"2012","823.9"
,,"2013","831.5"
,,"2014","857.4"
,,"2015","885.7"
,,"2016","903.0"
,,"2017","882.8"
,,"2018","837.2"
,,"2019","820.5"
,"Educational services  [61]","1999","2,625.8"
,,"2000","2,642.0"
,,"2001","2,715.0"
,,"2002","2,681.2"
,,"2003","2,734.7"
,,"2004","2,765.8"
,,"2005","2,805.5"
,,"2006","2,731.2"
,,"2007","2,849.8"
,,"2008","2,969.5"
,,"2009","3,004.7"
,,"2010","3,045.7"
,,"2011","3,096.2"
,,"2012","3,176.0"
,,"2013","3,250.0"
,,"2014","3,282.0"
,,"2015","3,341.7"
,,"2016","3,376.0"
,,"2017","3,447.0"
,,"2018","3,545.1"
,,"2019","3,644.5"
,"Health care and social assistance  [62]","1999","3,324.4"
,,"2000","3,425.5"
,,"2001","3,505.1"
,,"2002","3,458.3"
,,"2003","3,592.4"
,,"2004","3,640.0"
,,"2005","3,686.5"
,,"2006","3,687.8"
,,"2007","3,675.8"
,,"2008","3,793.9"
,,"2009","3,973.2"
,,"2010","4,061.9"
,,"2011","4,123.1"
,,"2012","4,175.2"
,,"2013","4,177.9"
,,"2014","4,241.2"
,,"2015","4,376.8"
,,"2016","4,425.1"
,,"2017","4,475.8"
,,"2018","4,583.5"
,,"2019","4,732.2"
,"Arts, entertainment and recreation  [71]","1999","560.3"
,,"2000","682.0"
,,"2001","755.4"
,,"2002","847.0"
,,"2003","648.8"
,,"2004","527.3"
,,"2005","441.2"
,,"2006","366.9"
,,"2007","402.9"
,,"2008","428.8"
,,"2009","441.3"
,,"2010","423.4"
,,"2011","427.4"
,,"2012","432.1"
,,"2013","476.9"
,,"2014","440.0"
,,"2015","418.6"
,,"2016","419.2"
,,"2017","429.0"
,,"2018","430.6"
,,"2019","442.5"
,"Accommodation and food services  [72]","1999","926.7"
,,"2000","987.2"
,,"2001","975.3"
,,"2002","968.9"
,,"2003","922.0"
,,"2004","934.5"
,,"2005","917.5"
,,"2006","898.7"
,,"2007","916.5"
,,"2008","960.5"
,,"2009","1,016.3"
,,"2010","1,025.9"
,,"2011","1,056.4"
,,"2012","1,108.7"
,,"2013","1,156.2"
,,"2014","1,161.4"
,,"2015","1,164.2"
,,"2016","1,172.6"
,,"2017","1,141.2"
,,"2018","1,168.5"
,,"2019","1,180.0"
,"Other services (except public administration)  [81]","1999","846.3"
,,"2000","860.5"
,,"2001","867.9"
,,"2002","867.1"
,,"2003","869.7"
,,"2004","851.8"
,,"2005","884.3"
,,"2006","850.8"
,,"2007","884.0"
,,"2008","953.4"
,,"2009","972.8"
,,"2010","966.9"
,,"2011","1,048.5"
,,"2012","1,099.3"
,,"2013","1,118.2"
,,"2014","1,160.2"
,,"2015","1,170.0"
,,"2016","1,156.5"
,,"2017","1,185.3"
,,"2018","1,177.3"
,,"2019","1,185.3"
,"Public administration  [91]","1999","2,886.5"
,,"2000","2,892.3"
,,"2001","3,010.3"
,,"2002","2,968.5"
,,"2003","3,070.2"
,,"2004","3,148.6"
,,"2005","3,263.7"
,,"2006","3,329.9"
,,"2007","3,387.5"
,,"2008","3,448.8"
,,"2009","3,634.8"
,,"2010","3,694.7"
,,"2011","3,763.6"
,,"2012","3,801.7"
,,"2013","3,716.4"
,,"2014","3,755.6"
,,"2015","3,814.4"
,,"2016","3,903.0"
,,"2017","3,963.2"
,,"2018","4,066.2"
,,"2019","4,132.6"
"Alberta","Goods-producing industries  [T002] 10","1999","97,399.2"
,,"2000","103,442.3"
,,"2001","102,701.0"
,,"2002","101,367.2"
,,"2003","104,358.5"
,,"2004","111,974.6"
,,"2005","117,148.5"
,,"2006","123,950.5"
,,"2007","123,279.3"
,,"2008","122,954.0"
,,"2009","110,068.1"
,,"2010","119,898.0"
,,"2011","129,474.3"
,,"2012","134,296.8"
,,"2013","145,195.0"
,,"2014","155,750.6"
,,"2015","145,468.5"
,,"2016","133,976.8"
,,"2017","144,067.8"
,,"2018","147,956.8"
,,"2019","144,495.6"
,"Service-producing industries  [T003] 11","1999","98,356.0"
,,"2000","104,215.1"
,,"2001","108,412.9"
,,"2002","114,332.3"
,,"2003","119,137.1"
,,"2004","124,451.3"
,,"2005","130,168.2"
,,"2006","139,610.9"
,,"2007","145,720.8"
,,"2008","149,912.1"
,,"2009","148,886.9"
,,"2010","152,331.9"
,,"2011","161,024.1"
,,"2012","167,834.6"
,,"2013","174,223.2"
,,"2014","182,235.1"
,,"2015","180,149.2"
,,"2016","178,218.3"
,,"2017","182,483.5"
,,"2018","185,130.6"
,,"2019","188,068.5"
,"Industrial production  [T010] 12","1999","80,541.9"
,,"2000","84,256.6"
,,"2001","83,121.7"
,,"2002","81,426.6"
,,"2003","82,633.0"
,,"2004","88,128.0"
,,"2005","91,307.6"
,,"2006","95,909.6"
,,"2007","92,931.4"
,,"2008","90,827.8"
,,"2009","84,999.4"
,,"2010","89,924.5"
,,"2011","96,908.6"
,,"2012","97,982.8"
,,"2013","102,321.6"
,,"2014","111,846.2"
,,"2015","108,634.7"
,,"2016","104,528.8"
,,"2017","115,107.0"
,,"2018","121,902.4"
,,"2019","120,216.1"
,"Non-durable manufacturing industries  [T011] 13","1999","11,629.6"
,,"2000","13,685.4"
,,"2001","12,347.4"
,,"2002","12,348.4"
,,"2003","11,842.8"
,,"2004","12,954.5"
,,"2005","14,283.2"
,,"2006","14,277.2"
,,"2007","14,710.4"
,,"2008","13,985.1"
,,"2009","12,600.2"
,,"2010","13,536.0"
,,"2011","14,066.9"
,,"2012","13,204.6"
,,"2013","13,791.9"
,,"2014","14,314.7"
,,"2015","14,737.8"
,,"2016","15,167.8"
,,"2017","15,704.4"
,,"2018","15,894.9"
,,"2019","15,493.5"
,"Durable manufacturing industries  [T012] 14","1999","6,403.1"
,,"2000","8,110.0"
,,"2001","8,143.3"
,,"2002","7,914.8"
,,"2003","7,639.7"
,,"2004","8,406.9"
,,"2005","9,223.2"
,,"2006","10,259.8"
,,"2007","10,057.8"
,,"2008","10,230.0"
,,"2009","7,872.4"
,,"2010","8,248.1"
,,"2011","9,806.8"
,,"2012","10,543.7"
,,"2013","10,681.2"
,,"2014","10,881.5"
,,"2015","9,405.4"
,,"2016","8,040.0"
,,"2017","8,686.2"
,,"2018","8,976.1"
,,"2019","8,724.5"
,"Information and communication technology sector  [T013] 15","1999","5,101.7"
,,"2000","5,712.3"
,,"2001","5,921.1"
,,"2002","6,097.5"
,,"2003","6,526.1"
,,"2004","7,106.5"
,,"2005","7,191.3"
,,"2006","7,749.7"
,,"2007","8,024.5"
,,"2008","8,203.9"
,,"2009","7,912.5"
,,"2010","8,150.3"
,,"2011","8,773.9"
,,"2012","8,940.0"
,,"2013","8,859.8"
,,"2014","9,603.3"
,,"2015","9,464.0"
,,"2016","9,492.1"
,,"2017","9,679.8"
,,"2018","10,095.6"
,,"2019","10,288.8"
,"Energy sector  [T016] 16","1999","70,384.9"
,,"2000","69,384.8"
,,"2001","69,357.4"
,,"2002","67,347.2"
,,"2003","69,143.3"
,,"2004","72,716.9"
,,"2005","74,864.8"
,,"2006","78,452.3"
,,"2007","74,699.0"
,,"2008","72,357.4"
,,"2009","69,797.2"
,,"2010","73,398.6"
,,"2011","78,191.8"
,,"2012","79,337.8"
,,"2013","82,965.0"
,,"2014","92,053.1"
,,"2015","89,773.4"
,,"2016","86,882.1"
,,"2017","97,753.8"
,,"2018","104,259.4"
,,"2019","103,302.7"
,"Public sector  [T018] 17","1999","25,581.0"
,,"2000","26,925.7"
,,"2001","27,024.6"
,,"2002","29,207.6"
,,"2003","30,217.0"
,,"2004","31,210.9"
,,"2005","31,735.0"
,,"2006","32,689.7"
,,"2007","34,119.9"
,,"2008","35,762.3"
,,"2009","37,202.9"
,,"2010","37,801.8"
,,"2011","38,720.4"
,,"2012","40,337.4"
,,"2013","41,314.3"
,,"2014","42,396.4"
,,"2015","43,203.4"
,,"2016","44,267.3"
,,"2017","44,887.4"
,,"2018","46,019.8"
,,"2019","47,220.2"
,"Cannabis sector  [T021] 18","1999","104.4"
,,"2000","109.0"
,,"2001","119.3"
,,"2002","123.8"
,,"2003","122.9"
,,"2004","126.0"
,,"2005","128.3"
,,"2006","132.5"
,,"2007","138.5"
,,"2008","142.5"
,,"2009","149.9"
,,"2010","159.8"
,,"2011","172.5"
,,"2012","184.7"
,,"2013","202.1"
,,"2014","221.9"
,,"2015","242.8"
,,"2016","253.0"
,,"2017","268.4"
,,"2018","304.1"
,,"2019","823.8"
,"Agriculture, forestry, fishing and hunting  [11]","1999","3,360.7"
,,"2000","3,653.7"
,,"2001","3,453.2"
,,"2002","2,959.7"
,,"2003","4,343.2"
,,"2004","5,128.6"
,,"2005","5,002.0"
,,"2006","4,950.9"
,,"2007","4,330.4"
,,"2008","5,045.3"
,,"2009","4,309.0"
,,"2010","4,753.4"
,,"2011","5,027.6"
,,"2012","4,941.9"
,,"2013","5,960.6"
,,"2014","5,424.4"
,,"2015","5,222.7"
,,"2016","5,992.6"
,,"2017","6,126.9"
,,"2018","5,822.5"
,,"2019","6,146.3"
,"Mining, quarrying, and oil and gas extraction  [21]","1999","61,212.1"
,,"2000","59,802.9"
,,"2001","58,621.9"
,,"2002","57,030.2"
,,"2003","58,683.2"
,,"2004","62,375.2"
,,"2005","63,621.8"
,,"2006","66,607.6"
,,"2007","64,009.1"
,,"2008","62,158.9"
,,"2009","59,808.6"
,,"2010","63,444.6"
,,"2011","67,739.2"
,,"2012","68,437.6"
,,"2013","72,187.0"
,,"2014","80,289.0"
,,"2015","78,173.9"
,,"2016","75,074.8"
,,"2017","84,980.3"
,,"2018","91,950.7"
,,"2019","91,030.2"
,"Utilities  [22]","1999","3,091.1"
,,"2000","3,014.0"
,,"2001","3,724.8"
,,"2002","3,767.4"
,,"2003","3,994.5"
,,"2004","3,926.4"
,,"2005","4,093.1"
,,"2006","4,374.8"
,,"2007","4,157.2"
,,"2008","4,372.1"
,,"2009","3,972.9"
,,"2010","3,980.1"
,,"2011","4,204.3"
,,"2012","4,499.4"
,,"2013","4,320.7"
,,"2014","4,575.3"
,,"2015","4,380.3"
,,"2016","4,250.7"
,,"2017","4,703.6"
,,"2018","4,719.5"
,,"2019","4,722.3"
,"Construction  [23]","1999","13,517.7"
,,"2000","15,425.3"
,,"2001","16,143.7"
,,"2002","17,302.6"
,,"2003","17,400.9"
,,"2004","18,827.8"
,,"2005","21,224.9"
,,"2006","23,614.5"
,,"2007","26,738.6"
,,"2008","28,279.1"
,,"2009","21,844.9"
,,"2010","26,090.1"
,,"2011","28,735.0"
,,"2012","32,669.5"
,,"2013","38,174.8"
,,"2014","39,629.6"
,,"2015","33,432.7"
,,"2016","27,023.5"
,,"2017","27,552.1"
,,"2018","26,211.8"
,,"2019","24,329.3"
,"Manufacturing  [31-33]","1999","17,515.7"
,,"2000","21,368.7"
,,"2001","20,346.5"
,,"2002","20,051.9"
,,"2003","19,294.3"
,,"2004","21,171.5"
,,"2005","23,280.2"
,,"2006","24,678.2"
,,"2007","24,748.2"
,,"2008","24,387.1"
,,"2009","20,283.5"
,,"2010","21,539.0"
,,"2011","23,775.3"
,,"2012","23,748.4"
,,"2013","24,455.6"
,,"2014","25,166.3"
,,"2015","24,139.8"
,,"2016","23,247.1"
,,"2017","24,426.1"
,,"2018","24,904.3"
,,"2019","24,250.6"
,"Wholesale trade  [41]","1999","8,120.1"
,,"2000","8,616.1"
,,"2001","8,833.8"
,,"2002","8,957.0"
,,"2003","9,494.8"
,,"2004","10,287.1"
,,"2005","11,175.6"
,,"2006","12,219.9"
,,"2007","12,276.7"
,,"2008","12,138.6"
,,"2009","10,807.2"
,,"2010","11,611.7"
,,"2011","13,939.2"
,,"2012","14,913.0"
,,"2013","15,543.0"
,,"2014","15,711.2"
,,"2015","13,843.8"
,,"2016","12,881.0"
,,"2017","13,551.9"
,,"2018","14,187.5"
,,"2019","14,127.2"
,"Retail trade  [44-45]","1999","6,603.1"
,,"2000","6,980.0"
,,"2001","7,499.6"
,,"2002","8,150.1"
,,"2003","8,446.3"
,,"2004","8,657.8"
,,"2005","9,129.4"
,,"2006","10,363.9"
,,"2007","11,413.8"
,,"2008","11,766.1"
,,"2009","11,324.0"
,,"2010","11,623.7"
,,"2011","12,021.2"
,,"2012","12,433.0"
,,"2013","13,386.0"
,,"2014","14,130.6"
,,"2015","13,375.1"
,,"2016","13,231.9"
,,"2017","13,471.1"
,,"2018","13,433.6"
,,"2019","13,352.1"
,"Transportation and warehousing  [48-49]","1999","8,432.4"
,,"2000","9,029.8"
,,"2001","9,303.0"
,,"2002","9,499.9"
,,"2003","9,818.2"
,,"2004","10,200.5"
,,"2005","11,132.1"
,,"2006","12,065.1"
,,"2007","12,245.6"
,,"2008","11,677.4"
,,"2009","11,417.6"
,,"2010","11,882.3"
,,"2011","12,667.7"
,,"2012","13,196.8"
,,"2013","13,275.5"
,,"2014","14,304.2"
,,"2015","14,246.4"
,,"2016","14,290.7"
,,"2017","15,225.6"
,,"2018","15,633.0"
,,"2019","15,778.4"
,"Information and cultural industries  [51]","1999","3,954.0"
,,"2000","4,312.1"
,,"2001","4,459.0"
,,"2002","4,634.4"
,,"2003","5,058.3"
,,"2004","5,641.4"
,,"2005","5,784.7"
,,"2006","6,337.8"
,,"2007","6,484.6"
,,"2008","6,623.7"
,,"2009","6,570.7"
,,"2010","6,775.1"
,,"2011","6,860.8"
,,"2012","6,853.6"
,,"2013","6,807.5"
,,"2014","7,028.8"
,,"2015","7,040.8"
,,"2016","7,248.6"
,,"2017","7,237.5"
,,"2018","7,292.4"
,,"2019","7,466.2"
,"Finance and insurance  [52]","1999","6,074.1"
,,"2000","6,350.7"
,,"2001","6,677.3"
,,"2002","6,863.4"
,,"2003","7,126.2"
,,"2004","7,546.9"
,,"2005","7,922.8"
,,"2006","9,137.8"
,,"2007","9,442.6"
,,"2008","9,692.0"
,,"2009","9,771.9"
,,"2010","10,139.6"
,,"2011","10,637.6"
,,"2012","10,889.5"
,,"2013","11,291.1"
,,"2014","11,769.9"
,,"2015","12,241.1"
,,"2016","12,440.8"
,,"2017","12,972.2"
,,"2018","13,167.9"
,,"2019","13,516.5"
,"Real estate and rental and leasing  [53]","1999","16,154.5"
,,"2000","17,225.6"
,,"2001","17,944.4"
,,"2002","19,112.1"
,,"2003","19,999.0"
,,"2004","20,574.2"
,,"2005","21,253.9"
,,"2006","22,388.1"
,,"2007","23,881.5"
,,"2008","24,976.9"
,,"2009","25,489.6"
,,"2010","26,465.0"
,,"2011","27,729.6"
,,"2012","28,759.7"
,,"2013","29,978.5"
,,"2014","31,654.7"
,,"2015","32,436.9"
,,"2016","32,712.6"
,,"2017","33,877.0"
,,"2018","34,449.6"
